segment_id,segment_name,matched_code,match_type,matched_to,score
539,Melanom 20461.03,20461.03,EMBEDDED_IN_NAME,Melanom 20461.03,1.0
540,Nierenzellkarzinom (RCC) 20461.10,20461.10,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.10,1.0
541,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.11,20461.11,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.11,1.0
542,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,20461.01,EMBEDDED_IN_NAME,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,1.0
543,Melanom 20461.02,20461.02,EMBEDDED_IN_NAME,Melanom 20461.02,1.0
544,Melanom adjuvant 20461.07,20461.07,EMBEDDED_IN_NAME,Melanom adjuvant 20461.07,1.0
545,Nierenzellkarzinom (RCC) 20461.04,20461.04,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.04,1.0
546,Nierenzellkarzinom (RCC) 20461.10,20461.10,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.10,1.0
547,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,20461.05,EMBEDDED_IN_NAME,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,1.0
548,Klassisches Hodgkin-Lymphom (cHL) 20461.06,20461.06,EMBEDDED_IN_NAME,Klassisches Hodgkin-Lymphom (cHL) 20461.06,1.0
549,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.08,20461.08,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.08,1.0
550,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.11,20461.11,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.11,1.0
551,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,20461.09,EMBEDDED_IN_NAME,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,1.0
577,Melanom 20461.03,20461.03,EMBEDDED_IN_NAME,Melanom 20461.03,1.0
578,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,20461.01,EMBEDDED_IN_NAME,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,1.0
579,Melanom 20461.02,20461.02,EMBEDDED_IN_NAME,Melanom 20461.02,1.0
580,Melanom 20461.03,20461.03,EMBEDDED_IN_NAME,Melanom 20461.03,1.0
581,Melanom adjuvant 20461.07,20461.07,EMBEDDED_IN_NAME,Melanom adjuvant 20461.07,1.0
582,Nierenzellkarzinom (RCC) 20461.04,20461.04,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.04,1.0
583,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,20461.05,EMBEDDED_IN_NAME,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,1.0
584,Klassisches Hodgkin-Lymphom (cHL) 20461.06,20461.06,EMBEDDED_IN_NAME,Klassisches Hodgkin-Lymphom (cHL) 20461.06,1.0
585,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.08,20461.08,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.08,1.0
586,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,20461.09,EMBEDDED_IN_NAME,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,1.0
587,MIUC adjuvant 20461.12,20461.12,EMBEDDED_IN_NAME,MIUC adjuvant 20461.12,1.0
616,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,20461.01,EMBEDDED_IN_NAME,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,1.0
617,Melanom 20461.02,20461.02,EMBEDDED_IN_NAME,Melanom 20461.02,1.0
618,Melanom 20461.03,20461.03,EMBEDDED_IN_NAME,Melanom 20461.03,1.0
619,Melanom adjuvant 20461.07,20461.07,EMBEDDED_IN_NAME,Melanom adjuvant 20461.07,1.0
620,Nierenzellkarzinom (RCC) 20461.04 ,20461.04,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.04 ,1.0
621,Nierenzellkarzinom (RCC) 20461.10,20461.10,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.10,1.0
622,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,20461.05,EMBEDDED_IN_NAME,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,1.0
623,Klassisches Hodgkin-Lymphom (cHL) 20461.06,20461.06,EMBEDDED_IN_NAME,Klassisches Hodgkin-Lymphom (cHL) 20461.06,1.0
624,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.08,20461.08,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.08,1.0
625,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.11,20461.11,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/ MSI-H 20461.11,1.0
626,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,20461.09,EMBEDDED_IN_NAME,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,1.0
627,MIUC adjuvant 20461.12,20461.12,EMBEDDED_IN_NAME,MIUC adjuvant 20461.12,1.0
628,Ösophageales Plattenepithelkarzinom (OSCC) 20461.13,20461.13,EMBEDDED_IN_NAME,Ösophageales Plattenepithelkarzinom (OSCC) 20461.13,1.0
629,Ösophageales Plattenepithelkarzinom (OSCC) 20461.14,20461.14,EMBEDDED_IN_NAME,Ösophageales Plattenepithelkarzinom (OSCC) 20461.14,1.0
1376,Melanom 20461.02,20461.02,EMBEDDED_IN_NAME,Melanom 20461.02,1.0
1377,Melanom 20461.03,20461.03,EMBEDDED_IN_NAME,Melanom 20461.03,1.0
1378,Melanom adjuvant 20461.07,20461.07,EMBEDDED_IN_NAME,Melanom adjuvant 20461.07,1.0
1906,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,20461.01,EMBEDDED_IN_NAME,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,1.0
1985,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,20461.01,EMBEDDED_IN_NAME,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,1.0
1986,Melanom 20461.02,20461.02,EMBEDDED_IN_NAME,Melanom 20461.02,1.0
1987,Melanom 20461.03,20461.03,EMBEDDED_IN_NAME,Melanom 20461.03,1.0
1988,Melanom adjuvant 20461.07,20461.07,EMBEDDED_IN_NAME,Melanom adjuvant 20461.07,1.0
1989,Nierenzellkarzinom (RCC) 20461.04 ,20461.04,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.04 ,1.0
1990,Nierenzellkarzinom (RCC) 20461.10,20461.10,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.10,1.0
1991,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,20461.05,EMBEDDED_IN_NAME,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,1.0
1992,Klassisches Hodgkin-Lymphom (cHL) 20461.06,20461.06,EMBEDDED_IN_NAME,Klassisches Hodgkin-Lymphom (cHL) 20461.06,1.0
1993,Kolorektales Karzinom (CRC) mit dMMR/MSI-H 20461.08,20461.08,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/MSI-H 20461.08,1.0
1994,Kolorektales Karzinom (CRC) mit dMMR/MSI-H 20461.11,20461.11,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/MSI-H 20461.11,1.0
1995,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,20461.09,EMBEDDED_IN_NAME,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,1.0
1996,Muskel-invasives Urothelkarzinom (MIUC) adjuvant 20461.12,20461.12,EMBEDDED_IN_NAME,Muskel-invasives Urothelkarzinom (MIUC) adjuvant 20461.12,1.0
1997,Ösophageales Plattenepithelkarzinom (OSCC) 20461.13,20461.13,EMBEDDED_IN_NAME,Ösophageales Plattenepithelkarzinom (OSCC) 20461.13,1.0
1998,Ösophageales Plattenepithelkarzinom (OSCC) 20461.14,20461.14,EMBEDDED_IN_NAME,Ösophageales Plattenepithelkarzinom (OSCC) 20461.14,1.0
1999,Malignes pleurales Mesotheliom (MPM) 20461.15,20461.15,EMBEDDED_IN_NAME,Malignes pleurales Mesotheliom (MPM) 20461.15,1.0
2000,"Adenokarzinom des Magens, des gastroösophagealen Übergangs oder des distalen Ösophagus (GC/GEJC/OC) 20461.16",20461.16,EMBEDDED_IN_NAME,"Adenokarzinom des Magens, des gastroösophagealen Übergangs oder des distalen Ösophagus (GC/GEJC/OC) 20461.16",1.0
2150,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.17,20461.17,EMBEDDED_IN_NAME,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.17,1.0
2223,Renale Anämie bei Niereninsuffizienz: 17807.01,17807.01,EMBEDDED_IN_NAME,Renale Anämie bei Niereninsuffizienz: 17807.01,1.0
2263,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,20461.01,EMBEDDED_IN_NAME,Nicht-kleinzelliges Lungenkarzinom (NSCLC) 20461.01,1.0
2264,Melanom 20461.02,20461.02,EMBEDDED_IN_NAME,Melanom 20461.02,1.0
2265,Melanom 20461.03,20461.03,EMBEDDED_IN_NAME,Melanom 20461.03,1.0
2266,Melanom adjuvant 20461.07,20461.07,EMBEDDED_IN_NAME,Melanom adjuvant 20461.07,1.0
2267,Nierenzellkarzinom (RCC) 20461.04 ,20461.04,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.04 ,1.0
2268,Nierenzellkarzinom (RCC) 20461.10,20461.10,EMBEDDED_IN_NAME,Nierenzellkarzinom (RCC) 20461.10,1.0
2269,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,20461.05,EMBEDDED_IN_NAME,Plattenepithelkarzinom im Kopf-Hals-Bereich (SCCHN) 20461.05,1.0
2270,Klassisches Hodgkin-Lymphom (cHL) 20461.06,20461.06,EMBEDDED_IN_NAME,Klassisches Hodgkin-Lymphom (cHL) 20461.06,1.0
2271,Kolorektales Karzinom (CRC) mit dMMR/MSI-H 20461.08,20461.08,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/MSI-H 20461.08,1.0
2272,Kolorektales Karzinom (CRC) mit dMMR/MSI-H 20461.11,20461.11,EMBEDDED_IN_NAME,Kolorektales Karzinom (CRC) mit dMMR/MSI-H 20461.11,1.0
2273,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,20461.09,EMBEDDED_IN_NAME,Ösophaguskarzinom oder Karzinom des gastroösophagealen Übergangs (OC oder GEJC) adjuvant 20461.09,1.0
2274,Muskel-invasives Urothelkarzinom (MIUC) adjuvant 20461.12,20461.12,EMBEDDED_IN_NAME,Muskel-invasives Urothelkarzinom (MIUC) adjuvant 20461.12,1.0
2275,Ösophageales Plattenepithelkarzinom (OSCC) 20461.13,20461.13,EMBEDDED_IN_NAME,Ösophageales Plattenepithelkarzinom (OSCC) 20461.13,1.0
2276,Ösophageales Plattenepithelkarzinom (OSCC) 20461.14,20461.14,EMBEDDED_IN_NAME,Ösophageales Plattenepithelkarzinom (OSCC) 20461.14,1.0
2277,Malignes pleurales Mesotheliom (MPM) 20461.15,20461.15,EMBEDDED_IN_NAME,Malignes pleurales Mesotheliom (MPM) 20461.15,1.0
2278,"Adenokarzinom des Magens, des gastroösophagealen Übergangs oder des distalen Ösophagus (GC/GEJC/OC) 20461.16",20461.16,EMBEDDED_IN_NAME,"Adenokarzinom des Magens, des gastroösophagealen Übergangs oder des distalen Ösophagus (GC/GEJC/OC) 20461.16",1.0
14,Tumornekrosefaktor-Rezeptor-assoziiertes periodisches Syndrom (TRAPS):,19119.03,NORMALIZED_MATCH,same dossier 19119,1.0
15,Hyperimmunglobulin-D-Syndrom (HIDS)/Mevalonatkinasedefizienz (MKD):,19119.04,NORMALIZED_MATCH,same dossier 19119,1.0
16,Familiäres Mittelmeerfieber (FMF):,19119.05,NORMALIZED_MATCH,same dossier 19119,1.0
19,Tumornekrosefaktor-Rezeptor-assoziiertes periodisches Syndrom (TRAPS):,19119.03,NORMALIZED_MATCH,same dossier 19119,1.0
20,Hyperimmunglobulin-D-Syndrom (HIDS)/Mevalonatkinasedefizienz (MKD):,19119.04,NORMALIZED_MATCH,same dossier 19119,1.0
21,Familiäres Mittelmeerfieber (FMF):,19119.05,NORMALIZED_MATCH,same dossier 19119,1.0
23,1L NSCLC,20416.01,NORMALIZED_CROSS,ind_part .01 from 20791.01,0.95
26,1L NSCLC,20416.01,NORMALIZED_CROSS,ind_part .01 from 20791.01,0.95
33,1L NSCLC,20416.01,NORMALIZED_CROSS,ind_part .01 from 20791.01,0.95
52,1L NSCLC,20416.01,NORMALIZED_CROSS,ind_part .01 from 20791.01,0.95
70,1L NSCLC,20416.01,NORMALIZED_CROSS,ind_part .01 from 20791.01,0.95
76,Melanom adjuvant,20461.02,NORMALIZED_CROSS,ind_part .02 from 20484.02,0.95
77,Melanom adjuvant,20416.02,NORMALIZED_CROSS,ind_part .02 from 20484.02,0.95
90,Kyprolis in Kombination mit Lenalidomid und Dexamethason (KRd),20481.06,NORMALIZED_MATCH,same dossier 20481,1.0
94,Colitis ulcerosa:,20037.04,NORMALIZED_CROSS,ind_part .04 from 20752.04,0.95
95,Psoriasis Arthritis:,20037.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
98,Ovarialkarzinom nach Erstlinienchemotherapie,20852.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
106,Hämatologie:,20815.01,NORMALIZED_CROSS,ind_part .01 from 17079.01,0.95
107,Autoimmunerkrankungen:,20815.02,NORMALIZED_CROSS,ind_part .02 from 17079.02,0.95
122,Plaque-Psoriasis,19301.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
123,Psoriasis-Arthritis,19301.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
124,Morbus Crohn,19301.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
125,Colitis ulcerosa,19301.04,NORMALIZED_CROSS,ind_part .04 from 20752.04,0.95
126,Plaque-Psoriasis,20638.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
127,Psoriasis-Arthritis,20638.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
128,Morbus Crohn,20638.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
129,Colitis ulcerosa,20638.04,NORMALIZED_CROSS,ind_part .04 from 20752.04,0.95
130,Plaque-Psoriasis,20717.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
131,Psoriasis-Arthritis,20717.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
132,Morbus Crohn,20717.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
133,Colitis ulcerosa,20717.04,NORMALIZED_CROSS,ind_part .04 from 20752.04,0.95
182,Tumornekrosefaktor-Rezeptor-assoziiertes periodisches Syndrom (TRAPS):,19119.03,NORMALIZED_MATCH,same dossier 19119,1.0
183,Hyperimmunglobulin-D-Syndrom (HIDS)/Mevalonatkinasedefizienz (MKD):,19119.04,NORMALIZED_MATCH,same dossier 19119,1.0
184,Familiäres Mittelmeerfieber (FMF):,19119.05,NORMALIZED_MATCH,same dossier 19119,1.0
190,Psoriasis-Arthritis:,19300.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
194,Psoriasis-Arthritis:,19313.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
207,3L Primäres mediastinales grosszelliges B-Zell-Lymphom (rrPMBCL) (Monotherapie) KN170 ,20416.12,NORMALIZED_MATCH,same dossier 20416,1.0
227,Plaque-Psoriasis,20752.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
229,Plaque-Psoriasis,21007.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
263,Plaque-Psoriasis,19301.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
264,Plaque-Psoriasis,20638.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
265,Plaque-Psoriasis,20717.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
313,Plaque-Psoriasis:,20900.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
315,Morbus Crohn,20458.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
318,Schwere Plaque-Psoriasis,20458.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
319,Psoriasis Arthritis,20458.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
345,Morbus Crohn,17463.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
348,Schwere Plaque-Psoriasis,17463.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
349,Psoriasis Arthritis,17463.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
351,Morbus Crohn,20402.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
354,Schwere Plaque-Psoriasis,20402.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
355,Psoriasis Arthritis,20402.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
356,Schwere Plaque-Psoriasis:,20922.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
359,Plaque-Psoriasis,19301.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
371,Atopische Dermatitis – Erwachsene,21258.01,NORMALIZED_CROSS,ind_part .01 from 20819.01,0.95
372,Atopische Dermatitis - Jugendliche Patienten,21258.02,NORMALIZED_CROSS,ind_part .02 from 20819.02,0.95
380,Melanom adjuvant,20461.02,NORMALIZED_CROSS,ind_part .02 from 20484.02,0.95
387,Psoriasis-Arthritis,21028.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
389,AL-Amyloidose,21150.04,NORMALIZED_MATCH,same dossier 21150,1.0
399,Melanom adjuvant,20461.02,NORMALIZED_CROSS,ind_part .02 from 20484.02,0.95
406,Ovarialkarzinom nach Erstlinienchemotherapie,20852.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
407,Monotherapie,20852.01,NORMALIZED_CROSS,ind_part .01 from 20589.01,0.95
408,Ovarialkarzinom nach Erstlinienchemotherapie,20852.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
414,Melanom adjuvant,20461.02,NORMALIZED_CROSS,ind_part .02 from 20484.02,0.95
420,Ovarialkarzinom nach Erstlinienchemotherapie,21090.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
423,Weitere Indikationen,17354.02,NORMALIZED_MATCH,same dossier 17354,1.0
425,Weitere Indikationen,21304.02,NORMALIZED_MATCH,same dossier 21304,1.0
427,Weitere Indikationen,21087.02,NORMALIZED_MATCH,same dossier 21087,1.0
429,Weitere Indikationen,21109.02,NORMALIZED_CROSS,ind_part .02 from 17354.02,0.95
435,Weitere Indikationen,20966.02,NORMALIZED_MATCH,same dossier 20966,1.0
457,Weitere Indikationen,21018.02,NORMALIZED_MATCH,same dossier 21018,1.0
494,HCC ,20641.03,NORMALIZED_MATCH,same dossier 20641,1.0
502,Ovarialkarzinom nach Erstlinienchemotherapie,21090.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
555,Behandlung von Erwachsenen mit paroxysmaler nächtlicher Hämoglobinurie (PNH),21024.01,NORMALIZED_CROSS,ind_part .01 from 21557.01,0.95
589,"Morbus Waldenström (MW, Monotherapie)",21365.05,NORMALIZED_CROSS,ind_part .05 from 21011.05,0.95
597,Colitis ulcerosa,19301.04,NORMALIZED_CROSS,ind_part .04 from 20752.04,0.95
598,Plaque-Psoriasis,20638.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
599,Colitis ulcerosa,20638.04,NORMALIZED_CROSS,ind_part .04 from 20752.04,0.95
600,Plaque-Psoriasis,20717.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
601,Colitis ulcerosa,20717.04,NORMALIZED_CROSS,ind_part .04 from 20752.04,0.95
636,Morbus Crohn,21322.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
644,Psoriasis-Arthritis,21203.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
648,Schwere Plaque-Psoriasis,21203.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
652,Psoriasis-Arthritis,21266.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
656,Schwere Plaque-Psoriasis,21266.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
662,Psoriasis-Arthritis,20992.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
666,Schwere Plaque-Psoriasis,20992.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
670,Psoriasis-Arthritis,21009.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
674,Schwere Plaque-Psoriasis,21009.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
682,Psoriasis-Arthritis,21453.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
686,Schwere Plaque-Psoriasis,21453.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
690,Psoriasis-Arthritis,21452.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
694,Schwere Plaque-Psoriasis,21452.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
698,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
702,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
706,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
710,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
714,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
718,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
724,Psoriasis-Arthritis ,18538.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
728,Schwere Plaque-Psoriasis ,18538.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
732,Psoriasis-Arthritis ,17903.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
736,Schwere Plaque-Psoriasis ,17903.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
742,Psoriasis-Arthritis,20968.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
746,Schwere Plaque-Psoriasis,20968.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
750,Psoriasis-Arthritis,20969.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
754,Schwere Plaque-Psoriasis,20969.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
758,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
762,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
766,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
770,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
774,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
778,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
782,Psoriasis-Arthritis,21076.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
786,Schwere Plaque-Psoriasis,21076.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
790,Psoriasis-Arthritis,21079.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
794,Schwere Plaque-Psoriasis,21079.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
800,Psoriasis-Arthritis,20992.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
804,Schwere Plaque-Psoriasis,20992.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
